Место;Название;Начало;Конец;Адрес;Возраст
19. Музей «Мир камня».; Экскурсии в музее по темам:;19:00;2:00;г.Барнаул,ул.Ползунова,39 (вход со двора).;6
20. Музей КАУ «Дом народов Алтайского края».; Выставка лоскутного шитья Натальи Бобровниковой (Новосибирская обл.)посвященная Дню славянской письменности и культуры.;19:00;22:00;г.Барнаул,ул.Гоголя,44.;6
20. Музей КАУ «Дом народов Алтайского края».; Книжноиллюстративная выставкапосвященная этнокультурному многообразию российской нации.;19:00;22:00;г.Барнаул,ул.Гоголя,44.;6
20. Музей КАУ «Дом народов Алтайского края».; Концертнопрезентационная программа «Под небом Алтая» с участием национальнокультурных объединений.;19:30;21:30;г.Барнаул,ул.Гоголя,44.;6
20. Музей КАУ «Дом народов Алтайского края».; «Лоскутная открытка»: мастеркласс по лоскутному шитью (мастер Ольга Набатоваклуб мастеров лоскутного шитья «Лоскутная пятница» Алтайского государственного Дома народного творчества).;20:00;21:00;г.Барнаул,ул.Гоголя,44.;6
20. Музей КАУ «Дом народов Алтайского края».; Интерактивная программа «Во всякой избушкесвои игрушки»: традиционные игры разных народов.;20:00;21:00;г.Барнаул,ул.Гоголя,44.;6
21. Музей истории АГМУ и медицины Алтая.; Обзорные экскурсии по залам музея по разделам истории медицины Алтая:;19:00;2:00;г.Барнаул,ул.Папанинцев,126,;6
22. Клуб-музей частных коллекций.; Экскурсия «Педальные машинки» (уличная экспозиция).;19:00;21:00;г.Барнаул,пр.Ленина,107.;6
22. Клуб-музей частных коллекций.; Экскурсия «Игрушки детства родителей».;19:00;20:00;г.Барнаул,пр.Ленина,107.;6
22. Клуб-музей частных коллекций.; Экскурсия «Советская елочная игрушка.Первая в мире».;20:30;21:00;г.Барнаул,пр.Ленина,107.;6
22. Клуб-музей частных коллекций.; Экскурсия «Советский Новый год.Историятрадицииперсонажи».;21:00;22:00;г.Барнаул,пр.Ленина,107.;6
22. Клуб-музей частных коллекций.; Экскурсии по залам с коллекционерами.;22:00;2:00;г.Барнаул,пр.Ленина,107.;6
22. Клуб-музей частных коллекций.; Экскурсия «Обзор по новому Музею телерадиотехники».;19:00;2:00;г.Барнаул,пр.Ленина,107.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Первый открытый краевой фестивальконкурс исполнителей «ТВОЙ ШАНС(ON)культурныйлюбимыйнародный».Учредитель и соорганизатор концертно-продюсерский центр «Звезда» Сергея Ожидаева.;16:00;18:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Торжественное открытие акции при участии Молодежного хора русской песни «Сибиряночка» им.М.Ф.Шахворостова.;18:00;19:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; «Ожили статуи в саду».Интерактивная программа творческой студии «Движитель».;18:00;20:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Выставкаярмарка декоративноприкладного творчествамастер-классы.;18:00;21:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Фотовыставка «Историческое наследие парка».;18:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Фотовыставка «А Вы знали?...Интересное о парке».;18:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Экскурсия «Парк Центральныйпарк с историей» (сбор группы на ул.МалоТобольская).;19:00;19:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Экскурсия Данила Дегтярева «Барнаулгород трудовой доблести» (сбор группы около Дерева дружбы в парке).;19:00;19:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Квест «В поисках рецепта здоровья в аптекарском саду» (сбор группы у фонтана в парке).;19:00;19:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Народные игры и забавы.;19:00;20:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Первый открытый краевой фестивальконкурс исполнителей «ТВОЙ ШАНС(ON)культурныйлюбимыйнародный».Продолжение.;19:00;22:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Экскурсия «Парк Центральныйпарк с историей» (сбор группы у фонтана в парке).;20:00;20:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Экскурсия Данила Дегтярева «Барнаулгород трудовой доблести» (сбор группы около Дерева дружбы в парке).;20:00;20:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Квест «В поисках рецепта здоровья в аптекарском саду» (сбор группы у фонтана в парке).;20:00;20:40;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Уличный концерт рокгрупп «Волны»«Академия художеств».;20:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Посиделки у костра: лекция Данила Дегтярева «Все было НЕ так!»;21:00;22:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Посиделки у костра: фестиваль песен под гитару.;22:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Концертная программа ансамбля «Русский фреш».;22:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Работа парковых аттракционов.;18:00;23:00;г.Барнаул,пр.Социалистический,11.;6
23. Выставочная площадка парка культуры и отдыха «Центральный»; Работа летнего кафе «Центральный парк».;18:00;23:00;г.Барнаул,пр.Социалистический,11.;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; Экскурсия «Летний сад Барнаула» от краеведакандидата исторических наук Данила Дегтярева (сбор у центрального входа).;16:00;17:00;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; Праздничная программа «Парк советского периода».;17:00;18:30;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; Сеанс одновременной игры в шахматы «12 стульев».;17:00;19:00;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; Выставка ретро фотографий парка «Изумрудный».;17:00;20:00;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; Экскурсия «В парк»проводит кандидат биологических наукдоцент кафедры зоологии и физиологии АлтГУ Татьяна Антоненко.;17:30;18:30;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
24. Выставочная площадка парка культуры и отдыха «Изумрудный».; «Поэты и барды Барнаула: открытая эстрада» (амфитеатр).;19:00;21:00;г.Барнаул,пр-кт Сибирский,38 /пр-кт Комсомольский,128,парк «Изумрудный».;6
26. Галерея современного искусства «КОД».; Торжественное открытие Галереи современного искусства «КОД».;19:00;19:30;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Открытие выставки «Самое главное».Современные художники.;19:30;20:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Музыкальное сопровождение современной музыкой.;20:00;2:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Фотозона и фотографии всем желающим.;19:00;2:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Кофе и сладости от «Renoir Coffe» желающим гостям.;19:00;2:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Благотворительный аукцион.;20:00;20:30;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Выставка мастер класспродажа цветочный композиций ручной работы в современных тенденциях.;20:30;23:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Экскурсия по выставочному залу каждые 30 минут.;21:00;2:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Выставкамастер класс изделий из стекла.Мозаика из стекла на тему «Любимые животные». Лиза Замаева автор приоткроет секреты мастерства: покажет и расскажеткак изготавливать  элитную посуду.;22:00;23:30;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Bodyartтворит перфоманс на модели Анна Литвинова  на тему «Чувства».;23:00;24:00:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
26. Галерея современного искусства «КОД».; Розыгрыш призов  для всех гостей.*трансляция в telegram;24:00:00;24:15:00;г.Барнаул ул.Гоголя 76,«Доходный дом Аверина»;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Показ документальных фильмов и презентаций в конференцзалепосвященный 77-летию Победы в Великой Отечественной войне 1941-1945 гг.;18:20;18:55;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Показ документальных фильмов и презентаций в конференцзалепосвященный 77-летию Победы в Великой Отечественной войне 1941-1945 гг.;19:30;20:00;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Экскурсия в музеепосвященная 85летию со дня образования Алтайского края.(Будет включать в себя историю образования Алтайского края и историю образования Октябрьского района).;19:00;19:30;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Экскурсия в музеепосвященная 85летию со дня образования Алтайского края.(Будет включать в себя историю образования Алтайского края и историю образования Октябрьского района).;20:00;20:30;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Проведение конкурса рисунков на асфальте и настольные игры (музейныеразработанные активистами музея)относящиеся к десятилетию детства.;18:25;20:00;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Традиционные русские уличные игры для детей.;18:25;19:30;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Мастерклассы по созданию кукол из нитокплетение лаптей и росписи рисунков по народным мотивам.;19:30;20:30;г.Барнаул,ул.Чудненко,62.;6
27. Музей истории Октябрьского района МБОУ «СОШ №31».; Подведение итогов.Выступления школьного творческого коллектива «Шарм».;20:30;21:00;г.Барнаул,ул.Чудненко,62.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Открытие акции «Ночь музеев2022».;18:00;18:10;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Выставка военного рисунка «Между боями».;18:00;21:00;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Концертная программа творческого коллектива и группы учащихся с литературномузыкальной композицией «Дети войны»посвященная Дню Победы в Великой Отечественной войне 19411945 гг.;18:10;19:00;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Экскурсия по выставке военного рисунка «Между боями».;19:00;19:15;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Музыкальная пауза.Фортепиано.«Угадай мелодию».;19:15;19:50;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Акция.Свободный инструмент.(Баян);19:15;19:50;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Знакомство с народным музеем Боевой Славы 74/56 ГСКСД:;19:15;20:30;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Мастеркласс «Изготовление цветка гвоздики и пилоток из бумаги в стиле оригами».;19:00;19:50;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Вокальный ансамбль «ЛиберСтиль» с программой «Песни военных лет».Участники коллектива исполнят песни военных лет.Посетителям будет предложено совместно спеть песни военных лет.;19:50;20:30;г.Барнаул,ул.Молодежная, 28,кв.23.;6
28. Народный музей Боевой Славы 56 Гвардейской Смоленской Краснознаменной стрелковой дивизии  МБОУ «Гимназия № 42».; Закрытие акции «Ночь музеев2022».;20:30;20:45;г.Барнаул,ул.Молодежная, 28,кв.23.;6
29. Музей боевой славы 5-ой гвардейской стрелковой дивизии МБОУ «СОШ № 48 имени Героя Советского Союза Козина Н.Д.»; Обзорная экскурсия по экспозициям музея.;17:00;19:00;г.Барнаул,ул.Фомина 130.;6
29. Музей боевой славы 5-ой гвардейской стрелковой дивизии МБОУ «СОШ № 48 имени Героя Советского Союза Козина Н.Д.»; Кинозал «Нестор Козинсибирский богатырь».;18:30;19:00;г.Барнаул,ул.Фомина 130.;6
29. Музей боевой славы 5-ой гвардейской стрелковой дивизии МБОУ «СОШ № 48 имени Героя Советского Союза Козина Н.Д.»; Тематическая экскурсияпосвященная 102летию со дня рождения Н.Д.Козина.;19:00;20:45;г.Барнаул,ул.Фомина 130.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Торжественное открытие акции «Ночь музеев2022».;17:00;17:05;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Выставка картин выпускника школы Югаткина Е.А.«Юбилею родной школы посвящается».Встреча с художником.Экскурсоводы музея.;17:05;17:30;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Экскурсия по выставке «Мое пионерское детство» (Из истории пионерской дружины им.Е.М.Мамонтова школы № 55).Экскурсоводы музея.;17:35;18:00;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Мастеркласс по чистописанию «Учимся писать перьевой ручкой».;18:05;18:15;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Экскурсия по выставке «Школа №55: прошлое и настоящее».;18:30;19:00;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; 60летию школы посвящается: фотовыставка «Школьное детство».;18:00;20:00;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Выставка творческих работ учащихся школы.;18:00;20:00;г.Барнаул,ул.Чкалова,д.68.;6
30. Музей «История культуры Алтая» МБОУ «СОШ № 55».; Обзорная экскурсия по музею.;19:30;20:00;г.Барнаул,ул.Чкалова,д.68.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Звучание песен патриотической тематики «Наша РодинаРоссия».;16:00;17:00;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Конкурс рисунков на асфальте «Я и мой мир».;16:00;17:00;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Встреча и регистрация гостейработа счетной комиссии акции.;16:00;17:00;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Открытие Всероссийской акции «Ночь музеев».;17:00;17:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Обзорная экскурсия в музее школы.;17:10;17:30;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Мастеркласс «В дружной семье народов России».;17:30;18:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Конкурс чтецов  «К 100летию пионерской организации»;17:30;18:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Выставкаобзор редкой книги «Лишь слову жизнь дана».;17:30;18:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Открытое первенство школы по футболу.;17:30;18:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Спортивная программа по волейболу.;17:30;18:10;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Концертная программа «Пою мое Отечество».;18:10;19:00;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Фотосессия «Из детства моих родителей».;17:00;18:30;г.Барнаул,ул.Советской Армии,№ 54а.;6
31. Музей «Локальные войны ХХ века» МБОУ «СОШ № 60» имени Владимира Завьялова.; Подведение итогов акции.;20:00;20:30;г.Барнаул,ул.Советской Армии,№ 54а.;6
32. Музей «История Железнодорожного района города Барнаула» МБОУ «Гимназия №80».; Экскурсии в музее:;19:00;20:30;г.Барнаул,ул.Георгия Исакова 138.;6
32. Музей «История Железнодорожного района города Барнаула» МБОУ «Гимназия №80».; «Моя история» (серия выставок и мастерклассов):;19:00;21:00;г.Барнаул,ул.Георгия Исакова 138.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Открытие акции «Ночь музеев2022».;18:00;18:15;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Обзорная экскурсия в военноисторический музей 87 кавалерийской67 Красносельской стрелковой дивизии им.К.Г.Аносова.;18:15;18:45;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Мастерклассы:;18:15;18:45;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Фестиваль народных игр.;18:15;18:45;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Выставка народного творчества в библиотеке.;18:00;19:00;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Фотовыставка «Природа Алтая».;18:00;19:00;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Выставка поделок «Наши таланты».;18:00;19:00;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Игровая программа «Русское наследие.Посиделки».;19:00;19:30;г.Барнаул,ул.50 лет СССР,10.;6
33. Военно-исторический музей МБОУ «СОШ №84».; Сбор отзывов и пожеланий.;18:30;19:00;г.Барнаул,ул.50 лет СССР,10.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Выставка в школьном музее «Истоки»«Предметы русского быта».;16:00;20:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Выставка в школьном музее «Истоки»«Мы за ценой не постоим».;16:00;20:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Экскурсия «Мой Музеймоя гордость»обзорная экскурсия по музею.;17:00;17:30;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Экскурсия «Фронтовые письма» (экскурсовод Дробина Полина).;18:00;18:20;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; «Похоронки времен ВОВ» (экскурсовод Гриценко Константин).;18:00;18:20;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Презентация в музее «Устремленные в небо»Г.С.Титов.;18:30;19:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; «История фотоаппаратов» (экскурсовод Глазкова Алиса).;18:30;19:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; «Вещипобывавшие на фронте» (экскурсоводы Попова ОлесяВорона Анна).;18:30;19:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; «Награда нашла героев» (экскурсовод Галич Дарья).;19:00;19:20;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Экскурсия «28 панфиловцев» (экскурсоводы Дробина ПолинаСеров Глеб).;19:30;20:00;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Викторина «Никто не забытничто не забыто»посвящённая ВОВ (заведующая музеем Носкова Л.Г.).;20:00;20:40;г.Барнаул,ул.Панфиловцев,8.;6
34. Музей «Истоки» МБОУ «СОШ № 114 с углубленным изучением отдельных предметов».; Селфи «Мы и Ночь музеев».;20:45;21:00;г.Барнаул,ул.Панфиловцев,8.;6
35. Историко-краеведческий музей «Поиск» МБУ ДО «СОШ № 118».; Проведение школьного  конкурса  «Смотр строя и песни»учащиеся 2458 классов.;14:10;16:00;г.Барнаул,мкр.Новосиликатный, ул.Благовещенская 11.;6
35. Историко-краеведческий музей «Поиск» МБУ ДО «СОШ № 118».; Работа станций:;14:10;16:00;г.Барнаул,мкр.Новосиликатный, ул.Благовещенская 11.;6
36. Педагогический музей кукол МБДОУ ЦРР - «Детский сад №217».; Экскурсии по экспозициям музея:;18:00;20:00; г.Барнаул,ул.Партизанская ,84.;6
37. Детский этнографический музей-мастерская «Лад» МБУ ДО «ДШИ «Традиция» с.Власиха г.Барнаула.; «В хороводе были мы…»вечёрочные игры и хороводы Алтайского края (территория Детского этнографического музеямастерской «Лад»).;19:00;20:30;г.Барнаул,с.Власиха,ул.Первомайская,50.;6
38. Военно-исторический музей «История русского воинства»  МБУДО «Память» Пост №1; Свободное посещение музея с информационным сопровождением.;15:00;20:00;г.Барнаул,пл.Победы,9.;6
38. Военно-исторический музей «История русского воинства»  МБУДО «Память» Пост №1; Просмотр фильма о караульной службе на Посту №1 города Барнаула.;15:00;20:00;г.Барнаул,пл.Победы,9.;6
38. Военно-исторический музей «История русского воинства»  МБУДО «Память» Пост №1; Площадка «Народная Книга Памяти».;15:00;20:00;г.Барнаул,пл.Победы,9.;6
38. Военно-исторический музей «История русского воинства»  МБУДО «Память» Пост №1; Разборка и сборка автомата с инструкторами Центра «Память» Пост №1.;15:00;20:00;г.Барнаул,пл.Победы,9.;6
